age,income,data_usage,budget,international_calls,high_speed_internet,plan_id
47,6459,9,70,0,1,4
19,3248,14,76,0,1,4
49,1647,13,54,0,1,4
59,1845,10,139,0,0,4
33,5699,13,135,1,1,4
29,1872,14,33,0,1,3
18,12655,9,106,0,1,4
70,1099,13,35,1,1,3
25,1806,8,46,1,0,3
65,1175,12,35,0,1,3
67,880,8,66,0,0,4
30,1344,13,112,0,0,4
32,1792,16,124,0,1,4
70,1958,13,68,0,0,4
61,342,12,146,0,1,4
25,903,5,48,0,1,2
27,3568,9,61,0,1,4
63,1476,16,79,0,1,4
22,8444,8,28,0,0,3
67,2341,14,38,0,1,3
36,5390,8,136,0,1,4
64,2054,9,85,0,0,4
55,7446,7,109,0,1,2
28,288,16,22,0,1,3
70,3316,11,118,0,1,4
60,13772,8,62,1,1,4
37,694,8,57,0,1,4
37,6325,10,125,0,1,4
38,4410,6,88,0,1,2
35,715,6,52,1,1,3
74,4222,11,137,0,1,4
67,4192,9,25,0,1,3
27,2721,10,116,0,1,4
51,9333,8,34,1,0,3
43,8127,9,65,1,1,4
47,6733,9,33,0,1,3
26,12109,10,105,0,1,4
63,1323,6,65,0,1,2
68,1766,13,137,0,0,4
48,1542,6,75,0,0,1
59,1788,7,104,0,1,2
72,1822,6,71,0,1,2
21,2602,7,116,0,0,1
23,2027,10,117,0,1,4
31,1004,6,135,0,1,2
21,6593,18,146,0,0,4
43,1241,9,113,0,1,4
64,14391,12,114,1,1,4
65,6679,6,49,0,1,2
56,917,12,117,0,0,4
34,2922,8,99,1,1,4
36,723,16,48,0,0,3
68,10659,13,45,0,1,3
66,2996,7,37,1,1,2
23,2883,13,24,0,1,3
46,3718,8,56,1,1,4
28,2508,11,20,0,1,3
33,1542,7,102,0,1,2
47,2707,9,69,0,1,4
42,10449,9,149,0,1,4
57,1708,10,23,0,1,3
28,12014,9,134,1,1,4
24,1859,8,21,0,1,3
43,3567,12,77,0,1,4
73,21185,12,47,0,0,3
39,5242,8,96,0,1,4
42,4246,7,110,1,0,3
36,5730,9,26,0,1,3
48,8093,11,125,0,1,4
43,1291,12,111,0,1,4
59,4906,6,28,1,1,1
58,3858,12,87,0,1,4
53,341,13,34,0,0,3
40,3819,9,140,0,1,4
64,1107,7,89,1,1,3
30,3335,6,39,0,1,2
42,7976,10,113,1,1,4
19,1171,4,135,1,1,3
19,2647,13,55,1,1,4
33,1947,7,25,0,1,1
26,9331,9,72,0,1,4
45,1720,18,65,0,1,4
30,3703,12,89,0,1,4
52,5604,9,29,0,1,3
58,6372,16,119,0,1,4
30,1131,10,60,0,1,4
48,2311,10,60,0,1,4
38,14785,12,85,1,1,4
49,2934,12,134,0,1,4
71,8353,10,20,0,1,3
51,23341,9,96,0,1,4
25,2786,10,54,1,0,4
58,6844,8,72,1,1,4
65,7736,10,110,1,1,4
19,766,11,88,0,1,4
55,4455,12,119,0,0,4
49,13403,5,58,1,0,3
71,615,7,115,0,0,1
57,2659,8,67,0,1,4
75,3342,15,112,0,0,4
45,2698,6,63,0,0,1
54,2438,11,48,0,1,3
58,981,8,130,0,1,4
18,4382,6,116,0,1,2
58,1414,8,95,1,1,4
27,1450,10,82,0,0,4
72,451,10,52,0,1,4
21,717,9,140,1,1,4
52,13068,11,46,0,0,3
27,3221,9,58,0,1,4
64,6245,9,140,1,1,4
28,1227,11,148,0,1,4
31,426,18,128,0,0,4
55,1545,12,90,0,1,4
29,439,7,25,1,0,1
62,1479,15,80,0,1,4
34,9419,11,30,0,1,3
33,2700,6,129,1,1,3
52,12695,10,101,1,1,4
19,5272,5,41,0,1,2
28,8658,7,75,1,1,3
58,2337,11,89,1,1,4
20,741,7,90,0,1,2
46,1079,11,89,0,1,4
35,10151,9,118,1,1,4
37,3564,15,34,0,1,3
64,753,15,88,0,1,4
31,5706,7,98,0,1,2
51,627,14,111,0,1,4
66,4726,8,24,1,1,3
71,2301,9,36,0,1,3
48,5938,7,48,0,1,2
75,2289,11,60,1,1,4
57,6155,7,110,0,1,2
59,644,7,56,1,0,3
75,4163,10,26,1,1,3
35,1912,11,106,0,1,4
47,4330,16,141,0,1,4
42,2191,12,38,0,0,3
36,1218,11,26,1,0,3
25,2684,9,127,0,1,4
45,10276,7,31,0,1,2
25,1629,11,39,0,1,3
48,3640,7,146,0,0,1
20,1520,9,137,0,1,4
20,418,8,60,0,1,4
61,3213,11,108,0,1,4
39,146002,12,139,0,0,4
34,782,14,90,0,1,4
53,7774,7,114,1,0,3
34,278,14,35,1,1,3
31,2820,16,49,0,1,3
68,740,10,104,0,1,4
26,4594,15,112,1,1,4
47,1715,12,106,0,1,4
38,1655,10,32,1,1,3
29,960,13,144,0,1,4
54,347,9,117,0,1,4
49,2221,14,41,0,1,3
28,1464,9,48,0,1,3
37,1964,5,48,1,0,1
52,2117,16,125,0,1,4
70,1286,14,87,0,0,4
64,3357,11,71,1,1,4
63,2396,6,24,1,1,1
28,6805,6,135,0,1,2
69,32186,10,140,1,1,4
25,3744,11,68,0,1,4
21,9017,13,110,0,1,4
44,3379,7,63,1,1,3
61,4747,9,134,0,1,4
57,2151,13,113,0,1,4
55,2690,13,77,0,1,4
64,1345,5,142,0,1,2
47,12303,10,130,1,1,4
61,7847,9,70,0,1,4
65,3847,6,148,0,1,2
65,1069,7,102,0,1,2
44,2498,11,43,0,1,3
38,7843,7,101,0,0,1
69,34404,7,114,1,0,3
37,3220,11,72,0,0,4
21,10152,11,131,0,1,4
28,3545,9,142,0,1,4
30,10676,6,23,0,1,1
26,368,8,97,0,1,4
21,1260,9,138,1,1,4
29,4077,8,62,0,1,4
26,882,5,101,0,1,2
30,4557,12,33,1,1,3
65,3101,10,112,0,1,4
43,598,6,21,0,1,1
55,496,9,88,0,0,4
59,4158,11,38,0,1,3
30,946,8,71,0,1,4
56,1887,6,68,1,1,3
45,5602,6,82,1,1,3
75,2746,11,70,1,1,4
36,1952,11,108,0,1,4
41,654,11,102,0,1,4
36,13357,9,100,0,1,4
66,6669,9,102,0,0,4
30,1565,7,27,1,0,1
30,1208,7,95,1,0,3
75,1699,9,127,1,1,4
45,1119,11,95,0,0,4
70,2215,7,54,0,1,2
19,9101,11,62,0,0,4
27,8197,10,85,0,0,4
39,8170,9,51,1,0,4
30,814,15,144,0,1,4
75,1058,8,77,0,1,4
26,7804,13,105,0,0,4
50,4678,13,134,0,1,4
31,1930,7,47,0,1,2
65,6072,11,88,0,1,4
37,4938,8,149,0,1,4
32,643,11,60,0,1,4
49,311,12,31,1,0,3
50,2942,10,37,0,0,3
34,343,10,70,1,1,4
41,8915,7,22,0,1,1
47,4966,7,35,0,1,2
30,2063,3,149,0,1,2
64,869,13,21,0,0,3
65,1168,6,62,1,1,3
33,144,8,67,1,1,4
19,12019,11,121,1,1,4
34,3618,6,140,1,1,3
49,2489,12,103,1,1,4
60,18677,13,129,0,1,4
25,1154,15,92,1,1,4
69,2436,9,85,0,0,4
20,1487,14,109,0,1,4
29,23879,6,57,0,1,2
37,2232,10,149,0,0,4
33,3587,11,73,0,1,4
31,15075,11,84,0,1,4
33,8815,15,41,0,1,3
70,586,15,48,0,0,3
66,2175,14,118,1,1,4
60,2778,3,80,1,0,3
66,3499,4,41,1,0,1
68,4085,18,51,1,0,4
71,1204,9,48,0,1,3
50,13739,11,56,0,1,4
47,4655,13,70,1,0,4
29,5712,16,41,1,0,3
32,11763,12,104,0,0,4
35,3930,13,100,0,1,4
45,2418,14,74,0,1,4
40,2073,9,113,0,0,4
31,2380,8,58,1,1,4
47,2536,15,21,0,1,3
50,440,21,94,0,0,4
62,1601,11,109,0,1,4
32,998,11,107,0,1,4
24,391,12,59,0,1,4
32,3487,12,98,0,0,4
69,4644,5,136,0,1,2
59,1259,3,139,0,1,2
63,2252,11,72,0,1,4
55,5248,12,115,0,1,4
63,2205,11,120,0,1,4
73,2600,14,131,0,1,4
74,2333,9,39,0,1,3
71,5440,13,100,0,1,4
61,2931,13,31,1,1,3
28,2153,7,25,1,1,1
46,1854,7,29,0,1,1
48,1290,10,140,0,1,4
42,5415,8,82,0,1,4
69,5250,14,124,0,1,4
71,2962,4,76,0,0,1
41,7615,11,101,0,1,4
74,3013,9,104,0,1,4
36,4123,11,86,0,1,4
19,1686,7,87,0,1,2
39,9887,11,77,0,1,4
37,3505,8,120,1,1,4
50,4387,10,104,0,1,4
25,3186,11,70,1,0,4
42,3243,12,137,1,0,4
63,3870,8,60,0,1,4
26,382,13,23,1,1,3
51,4554,9,37,0,0,3
74,1463,10,102,1,0,4
40,2365,5,146,0,0,1
22,1547,10,51,0,1,4
72,6841,11,89,0,1,4
42,1349,16,21,0,0,3
25,2220,11,83,0,1,4
33,1557,7,149,0,1,2
71,1419,11,149,0,1,4
65,1435,8,59,0,1,4
62,860,5,26,0,0,1
69,1697,8,27,0,0,3
32,3614,15,128,1,1,4
18,1198,7,90,0,1,2
39,3380,8,114,1,1,4
20,5063,9,74,1,0,4
55,2596,8,90,0,0,4
71,906,13,93,0,1,4
31,513,8,96,0,1,4
53,6696,8,86,0,1,4
35,13949,12,69,0,1,4
64,12208,10,41,0,0,3
58,4029,8,96,0,1,4
35,4064,9,138,0,1,4
20,2396,7,91,0,0,1
27,2354,8,123,0,1,4
66,1439,18,52,0,1,4
56,1278,17,47,1,1,3
64,458,4,115,0,0,1
18,6002,13,83,0,1,4
44,5170,6,115,0,1,2
74,2040,18,28,1,1,3
44,10471,14,145,0,0,4
28,27835,7,80,1,1,3
66,672,11,97,0,0,4
22,5255,9,141,0,1,4
24,2917,7,73,1,1,3
36,14915,11,90,0,1,4
74,1772,10,60,0,1,4
73,8621,12,103,0,1,4
46,5936,8,25,0,1,3
32,9441,11,37,0,1,3
52,1444,10,127,0,1,4
64,2027,13,125,0,0,4
54,5051,3,41,0,1,2
72,9241,9,99,0,0,4
29,3721,9,124,0,0,4
47,446,11,143,1,1,4
37,9760,15,109,0,0,4
54,10892,10,31,1,0,3
20,1721,11,40,1,1,3
26,6979,12,44,0,1,3
75,4876,8,43,1,0,3
58,1222,10,124,0,1,4
56,7246,5,107,0,1,2
43,2855,12,21,1,0,3
19,766,5,132,0,0,1
40,7320,9,26,0,1,3
40,24706,8,25,1,1,3
38,297,11,107,0,1,4
33,4047,15,52,0,1,4
26,3890,8,43,1,1,3
30,939,9,27,1,0,3
45,8319,11,132,0,1,4
44,1000,9,82,1,1,4
68,3243,6,145,0,0,1
69,1410,9,60,0,1,4
34,1068,8,35,1,0,3
55,4321,7,117,1,1,3
53,1463,12,49,1,0,3
18,10726,12,122,0,1,4
35,3046,7,94,0,0,1
68,7046,18,23,1,1,3
26,6623,9,134,0,1,4
30,9788,14,97,0,1,4
57,2229,9,28,1,1,3
72,2639,11,83,1,0,4
62,1226,8,136,1,1,4
32,3427,20,31,1,1,3
60,1340,10,49,1,1,3
61,9281,4,60,1,1,3
63,1192,9,136,0,1,4
21,1928,8,98,1,1,4
50,5140,11,62,1,1,4
41,4937,6,67,1,1,3
53,948,6,40,0,1,2
68,1635,9,143,1,1,4
58,2190,7,67,1,1,3
27,2519,6,30,1,1,2
53,3630,7,40,1,1,2
37,6340,11,85,0,1,4
58,2589,8,33,0,1,3
62,3273,8,34,0,0,3
61,1359,11,118,1,1,4
28,13378,16,120,1,1,4
29,4499,9,56,0,1,4
35,2241,11,134,0,1,4
47,10190,7,33,0,1,2
61,4317,7,23,0,1,1
65,3714,9,35,1,1,3
54,2995,7,55,1,1,3
37,8233,7,149,1,1,3
42,14959,11,28,1,1,3
29,8095,11,69,0,1,4
38,3079,9,34,1,1,3
42,11377,9,137,0,1,4
28,2296,4,100,1,1,3
26,1233,6,80,0,1,2
67,6699,4,109,0,0,1
42,12588,10,56,0,1,4
52,2980,7,97,0,1,2
69,15496,10,81,0,0,4
49,698,11,115,1,1,4
66,2717,10,29,0,1,3
31,1269,10,57,1,1,4
18,1245,11,124,1,1,4
34,2888,12,30,0,1,3
42,16693,6,127,1,1,3
25,11131,9,41,0,1,3
22,12031,16,130,1,1,4
22,4650,10,132,0,0,4
58,2236,12,133,0,1,4
52,4168,11,57,0,1,4
36,723,6,49,0,1,2
40,13975,8,101,1,1,4
26,500,17,33,0,0,3
71,2622,10,25,0,1,3
47,2979,10,97,1,1,4
67,6953,10,92,1,0,4
33,4625,11,78,0,1,4
50,4942,6,36,0,0,1
19,284,9,147,0,1,4
31,2521,6,101,0,1,2
63,1581,11,53,0,1,4
18,3460,14,27,0,1,3
43,2612,6,48,0,0,1
75,3719,14,138,1,1,4
42,904,9,96,0,1,4
33,3300,9,79,0,1,4
32,17148,15,73,0,1,4
43,25058,4,71,0,1,2
64,11502,12,120,0,1,4
61,478,12,91,1,1,4
33,2231,15,26,1,1,3
31,1809,13,127,0,1,4
46,3474,9,43,0,1,3
41,11231,20,110,1,1,4
64,2846,8,53,0,0,4
72,1188,11,149,0,1,4
32,9523,9,43,0,1,3
36,4322,13,87,0,1,4
25,6450,6,21,1,1,1
51,8188,14,71,0,1,4
19,2123,10,57,0,1,4
44,914,9,21,1,1,3
27,3703,3,130,0,1,2
52,2113,11,70,0,0,4
40,3208,13,43,0,0,3
66,12295,15,121,0,1,4
25,3639,14,54,0,1,4
45,18768,14,30,1,1,3
40,4002,6,32,0,1,2
21,2239,9,110,0,1,4
31,845,11,24,0,1,3
70,3729,10,84,0,1,4
59,1192,7,49,1,1,2
46,5083,7,91,0,1,2
18,2661,12,79,1,0,4
21,2576,4,91,0,1,2
49,3245,11,62,1,1,4
50,3763,8,86,1,0,4
66,2880,8,34,0,1,3
43,25251,8,84,0,1,4
34,1377,7,53,0,1,2
56,8301,9,30,1,1,3
40,10463,8,128,0,0,4
49,984,8,110,1,0,4
69,3154,7,119,0,1,2
32,4256,10,139,0,0,4
30,3538,9,53,0,0,4
19,3402,11,125,0,1,4
36,5570,11,36,0,1,3
41,366,11,39,0,1,3
62,2701,14,43,0,1,3
41,1958,10,80,1,1,4
28,1451,6,108,0,1,2
39,7180,14,91,0,0,4
32,8367,8,140,1,1,4
27,9290,13,35,0,0,3
58,6983,5,100,0,1,2
44,900,7,68,0,0,1
26,3448,7,57,0,1,2
69,9041,12,102,0,0,4
45,240,14,75,0,0,4
18,15149,9,115,1,1,4
34,850,18,86,0,1,4
48,1224,6,125,0,1,2
61,6413,5,119,0,0,1
27,20934,11,101,0,1,4
54,1171,3,52,1,1,3
46,1358,9,53,0,1,4
35,10458,8,110,0,0,4
64,3513,7,88,0,0,1
55,2325,13,91,1,1,4
56,3676,7,75,0,1,2
66,26489,16,144,0,1,4
23,6437,11,65,1,1,4
57,4252,2,107,0,1,2
29,5323,12,25,1,0,3
70,4517,13,112,1,1,4
31,7430,16,126,0,0,4
61,1574,9,26,0,1,3
72,2784,17,44,1,1,3
27,2922,11,71,1,1,4
71,1180,10,129,0,1,4
37,994,6,39,0,1,2
32,12045,8,119,0,0,4
48,6055,5,128,0,1,2
24,17478,14,86,1,1,4
75,4937,12,95,0,1,4
58,4104,9,77,0,1,4
27,2431,7,95,0,1,2
27,8170,12,48,0,1,3
65,834,15,57,0,1,4
56,4042,11,73,1,0,4
45,7514,9,143,1,1,4
47,2739,9,54,0,1,4
54,4633,11,69,1,1,4
72,14536,19,136,0,1,4
20,2368,13,67,0,1,4
67,4535,9,107,0,1,4
60,8294,7,123,1,1,3
32,2167,6,124,0,1,2
38,1013,11,44,0,1,3
69,6183,15,20,0,1,3
54,3346,14,24,0,1,3
73,2902,14,39,0,1,3
29,3532,14,99,1,1,4
21,914,6,109,0,1,2
64,2321,12,22,0,1,3
26,6090,6,109,1,0,3
56,2973,7,61,1,1,3
59,1779,18,142,0,0,4
45,1423,15,106,0,0,4
40,3912,7,38,1,1,2
62,6914,9,72,0,1,4
57,8316,9,58,1,1,4
61,1709,13,49,0,1,3
39,15137,10,94,0,1,4
41,3340,7,71,0,1,2
68,578,9,55,1,1,4
75,3357,6,90,1,1,3
43,1093,7,66,0,1,2
47,4488,3,87,1,1,3
50,3936,6,124,0,1,2
33,649,6,80,0,1,2
39,12553,11,127,0,0,4
66,1563,8,59,0,1,4
74,483,7,125,1,1,3
67,10729,12,117,0,1,4
60,5489,11,50,0,1,4
35,2307,10,26,1,1,3
24,3128,13,34,0,1,3
67,2652,7,142,0,1,2
43,610,10,72,0,1,4
25,736,12,80,0,1,4
23,7725,15,108,0,1,4
47,4503,8,67,1,1,4
56,7446,11,77,1,1,4
40,9973,12,137,0,1,4
49,108,11,76,0,0,4
39,1982,9,42,0,1,3
59,939,13,47,0,1,3
60,2622,12,34,1,0,3
74,467,6,124,1,1,3
62,5417,10,143,0,1,4
26,5769,11,23,0,1,3
48,28962,8,84,1,1,4
24,2696,10,142,1,0,4
26,5868,7,27,0,0,1
30,7866,7,116,0,1,2
75,16628,11,101,0,0,4
20,961,16,62,1,1,4
52,7297,8,34,0,1,3
50,4436,9,107,1,1,4
38,591,12,111,1,1,4
48,4757,10,26,0,1,3
69,6257,14,69,1,0,4
51,551,9,108,0,1,4
49,2762,12,83,0,1,4
74,3224,13,144,0,0,4
52,3126,7,103,0,1,2
32,5568,5,124,0,1,2
73,1636,9,40,0,1,3
49,997,8,68,0,0,4
23,4853,11,37,0,1,3
62,14357,8,60,1,1,4
38,13337,13,63,0,1,4
50,32541,13,89,0,0,4
49,2058,8,31,0,0,3
69,2520,5,46,0,0,1
36,346,6,139,0,0,1
50,1610,9,62,1,1,4
45,613,8,27,0,1,3
48,2110,15,126,0,1,4
38,11636,11,80,0,1,4
71,8645,10,74,0,1,4
51,2144,8,62,0,1,4
32,1677,15,121,0,0,4
31,1322,10,85,0,1,4
36,7063,7,125,0,1,2
60,2178,14,130,0,1,4
32,3881,5,143,0,1,2
23,5821,17,30,0,1,3
69,6258,6,47,0,1,2
26,183,14,110,0,1,4
54,5222,1,63,0,0,1
37,3292,9,108,0,1,4
51,491,7,38,0,1,2
55,11867,5,66,0,1,2
43,3632,10,79,0,1,4
35,633,10,45,0,0,3
45,1664,14,86,1,1,4
72,2415,12,64,0,1,4
68,40652,5,92,1,0,3
26,1243,9,65,1,0,4
49,1496,9,23,0,1,3
70,3568,12,148,1,1,4
73,25363,13,69,0,1,4
23,2363,12,147,0,1,4
31,1906,13,47,0,1,3
45,3568,12,109,0,1,4
75,2143,13,137,0,0,4
41,2112,9,148,1,1,4
30,7804,11,25,0,0,3
60,1813,8,106,0,1,4
29,2098,9,110,1,1,4
68,8104,13,116,0,1,4
36,714,7,46,1,1,2
38,2107,7,50,0,1,2
44,564,15,60,0,1,4
75,1810,8,25,0,1,3
36,2099,12,67,1,1,4
41,2134,5,57,0,1,2
43,2017,12,45,1,1,3
62,3947,10,81,0,1,4
45,974,10,142,0,1,4
63,4403,8,118,0,1,4
73,1796,8,73,0,1,4
35,6362,13,111,1,1,4
61,2800,10,21,0,0,3
53,1649,7,55,1,1,3
59,803,6,99,0,1,2
46,4009,16,25,0,1,3
34,2459,10,126,1,0,4
21,12870,15,51,0,1,4
61,13884,15,73,0,1,4
62,1833,16,37,0,1,3
46,282,10,114,0,1,4
21,7233,13,85,0,1,4
27,1750,12,42,0,1,3
42,2100,8,140,0,1,4
48,9844,12,97,0,1,4
20,4218,6,145,1,1,3
64,6960,8,64,0,1,4
19,8632,14,75,0,0,4
74,2519,7,62,0,1,2
42,5909,12,122,1,1,4
66,3312,11,41,0,0,3
23,5112,13,24,0,0,3
43,3483,10,67,1,0,4
25,11623,17,46,1,1,3
52,827,13,43,1,1,3
44,1931,9,95,1,1,4
42,2727,5,28,0,1,1
35,3363,11,129,0,1,4
71,826,8,40,0,1,3
18,1417,16,102,0,1,4
65,3093,13,75,0,0,4
56,1730,7,52,1,1,3
20,536,10,85,0,1,4
72,2070,14,67,0,1,4
21,885,9,65,1,1,4
58,5436,11,21,1,1,3
54,4002,8,81,0,1,4
68,7337,8,93,0,1,4
32,3671,6,45,0,1,2
25,1018,4,36,1,1,2
55,128,12,85,0,1,4
67,9349,11,137,1,1,4
36,1946,16,43,0,0,3
73,319,16,46,0,1,3
64,14292,5,97,0,1,2
43,5309,14,66,0,1,4
56,14089,11,70,0,1,4
27,4570,8,123,1,1,4
55,5794,7,120,0,1,2
31,1792,8,98,0,1,4
66,6072,11,149,0,1,4
58,20660,5,127,1,1,3
36,6835,5,102,1,1,3
47,2087,10,42,0,1,3
22,804,10,21,1,1,3
72,9364,7,71,1,1,3
48,3160,8,139,0,1,4
24,3301,7,63,0,1,2
36,411,9,99,0,0,4
48,383,4,36,0,1,2
69,3246,14,26,0,1,3
75,1212,6,146,0,1,2
56,3675,5,89,1,1,3
41,7733,9,58,1,1,4
51,1690,11,149,0,0,4
74,3765,6,68,0,1,2
40,2651,11,38,0,1,3
65,57073,11,48,0,1,3
62,1758,8,133,0,1,4
57,1483,10,113,0,1,4
23,1891,7,75,0,0,1
55,9550,12,26,0,1,3
58,1816,10,74,0,0,4
53,6249,7,27,0,1,1
44,3087,6,73,0,1,2
28,3172,13,112,0,0,4
22,14771,3,26,1,1,1
74,489,10,23,0,1,3
34,3404,13,83,0,1,4
69,5986,10,55,1,1,4
24,4418,13,148,0,1,4
44,688,16,43,0,0,3
64,953,10,39,0,1,3
74,3937,18,81,0,1,4
32,288,7,70,0,1,2
63,1755,6,108,1,0,3
30,871,9,135,0,1,4
28,3614,14,91,1,1,4
62,2547,11,137,1,1,4
43,4354,14,118,1,1,4
39,1252,9,134,0,0,4
45,3887,6,72,0,1,2
41,2992,11,26,0,1,3
46,1262,9,53,0,1,4
26,8909,10,20,0,1,3
59,5998,6,91,0,1,2
21,1574,9,66,0,1,4
66,1356,5,90,0,1,2
63,7545,11,86,0,1,4
73,594,6,22,0,1,1
35,818,10,88,1,0,4
60,4817,8,65,0,1,4
33,18306,15,22,0,1,3
50,1628,9,33,1,0,3
46,1826,13,33,0,0,3
56,2393,8,88,0,1,4
27,1856,8,132,0,0,4
26,1944,10,60,0,1,4
48,1614,16,110,0,1,4
45,3595,11,75,1,1,4
74,5965,9,80,0,1,4
20,3491,20,42,0,0,3
71,2534,13,83,1,1,4
72,1623,9,69,0,1,4
31,919,10,116,0,1,4
75,813,12,82,0,0,4
42,666,13,58,1,1,4
32,5606,11,57,0,1,4
19,1665,9,67,0,1,4
41,4433,12,149,0,1,4
31,1459,9,137,1,1,4
65,2770,11,122,1,1,4
24,2124,7,43,0,1,2
53,14378,10,24,0,1,3
67,1851,13,140,0,1,4
41,6920,5,76,1,0,3
44,737,11,67,1,1,4
54,11543,13,118,1,1,4
55,6831,10,141,1,1,4
47,1656,8,79,0,1,4
44,1631,14,28,0,0,3
56,9822,9,43,0,1,3
32,7561,13,77,1,0,4
43,2354,12,29,0,0,3
18,1261,8,118,0,1,4
73,8741,15,100,1,0,4
21,1859,7,28,1,1,1
46,4169,11,70,1,1,4
74,1686,9,71,1,1,4
18,2393,9,33,0,0,3
60,20015,2,98,0,0,1
67,2761,19,97,0,1,4
63,12562,11,142,0,1,4
39,650,18,20,0,1,3
28,526,13,105,0,0,4
27,5340,13,123,0,0,4
34,1381,14,39,1,1,3
53,2911,10,64,0,1,4
73,357,5,130,1,1,3
64,390,7,43,0,1,2
43,3023,12,147,1,1,4
65,1836,17,50,1,1,4
38,2132,11,50,0,1,4
30,15807,3,84,0,1,2
26,4799,10,141,0,0,4
28,25459,5,38,1,1,2
28,3215,14,107,0,1,4
23,13293,13,121,1,1,4
18,7969,11,122,0,1,4
71,1798,10,67,0,1,4
23,2508,10,78,0,1,4
30,2090,15,148,0,1,4
39,8728,10,143,0,1,4
73,3928,7,47,1,1,2
48,1188,4,133,1,1,3
39,822,7,96,1,1,3
54,851,19,76,0,0,4
64,1217,8,104,0,1,4
44,1154,14,88,0,1,4
67,891,9,103,0,0,4
69,9150,11,49,0,1,3
31,645,12,119,1,1,4
64,4470,11,49,0,1,3
75,29150,8,46,0,0,3
22,3252,12,78,0,1,4
75,3262,8,126,1,1,4
53,3743,9,131,1,1,4
49,680,12,144,0,0,4
51,4597,11,22,0,1,3
24,4168,12,52,0,1,4
59,2862,15,50,0,1,4
65,550,13,106,0,1,4
27,19798,7,63,0,1,2
67,3779,7,71,0,1,2
34,877,8,101,0,1,4
47,1091,7,67,0,1,2
38,1370,9,69,0,1,4
30,14583,13,37,1,1,3
18,2633,15,70,0,0,4
18,2634,6,108,0,1,2
64,1754,6,98,1,1,3
50,8312,7,99,0,1,2
55,8759,4,98,1,0,3
42,656,7,20,1,1,1
43,2695,8,74,0,0,4
30,2403,15,149,0,1,4
45,1148,9,35,0,1,3
50,1665,15,113,0,1,4
54,2226,9,53,0,1,4
58,1088,6,86,1,1,3
47,3993,5,36,0,0,1
74,3907,10,143,0,0,4
66,5002,9,60,0,1,4
65,1867,10,80,0,1,4
25,347,10,68,0,0,4
66,1459,10,133,1,1,4
64,1041,5,35,0,1,2
73,2516,8,145,0,1,4
18,5284,9,123,0,1,4
29,19731,6,49,0,1,2
22,1204,9,115,0,0,4
41,3387,11,22,0,1,3
23,3549,8,37,0,1,3
42,12584,8,118,0,1,4
18,3714,9,70,0,1,4
42,2071,5,25,0,1,1
18,2856,6,66,0,1,2
49,4221,8,142,0,0,4
59,6240,9,46,0,0,3
59,16344,14,138,0,1,4
20,14759,12,104,1,1,4
66,1390,8,37,0,1,3
36,662,11,97,0,0,4
60,854,9,115,1,1,4
46,3789,6,136,0,1,2
67,9198,11,83,0,1,4
19,2335,9,70,0,1,4
26,1142,9,31,0,1,3
73,688,11,143,1,1,4
34,14554,11,80,0,0,4
63,1835,15,46,0,1,3
53,637,10,63,0,1,4
34,2904,9,68,1,1,4
66,2991,10,40,0,1,3
29,7221,12,48,0,0,3
37,903,8,111,1,0,4
67,9538,12,89,0,1,4
20,11122,10,123,0,1,4
60,3269,7,39,0,1,2
74,5465,7,27,1,1,1
67,6715,11,111,0,1,4
21,1635,16,62,0,1,4
34,743,10,33,0,1,3
67,1654,8,91,0,0,4
54,514,11,110,0,1,4
63,4782,11,41,0,1,3
59,14753,7,146,0,0,1
32,1261,16,92,0,1,4
50,1878,10,82,0,1,4
33,2316,11,144,1,1,4
28,23463,12,88,0,1,4
72,1892,8,33,1,1,3
37,9127,12,105,0,1,4
55,3090,8,125,0,1,4
41,125,8,103,1,0,4
71,1805,14,65,0,1,4
33,7181,6,145,0,1,2
47,1815,11,147,0,1,4
51,4975,6,37,0,0,1
18,16863,8,70,0,1,4
41,5003,10,26,0,1,3
41,1579,13,90,0,1,4
26,6068,7,123,1,1,3
39,4854,16,117,0,1,4
29,7869,14,97,0,1,4
34,2716,13,37,1,1,3
42,1327,13,67,1,1,4
45,5104,7,105,0,1,2
32,5266,7,21,0,1,1
47,1753,5,147,0,1,2
68,637,9,39,0,1,3
44,1887,12,118,1,0,4
39,919,10,93,0,1,4
27,2277,11,38,0,1,3
75,6487,3,95,0,1,2
48,401,13,37,0,0,3
44,4065,20,26,0,1,3
29,4499,7,140,0,1,2
63,1182,6,93,0,1,2
48,4222,10,100,0,0,4
49,9603,9,50,0,0,4
49,4593,18,138,0,1,4
58,23322,8,131,0,1,4
62,3239,10,144,0,1,4
52,8128,8,91,0,1,4
70,22758,7,102,0,1,2
63,4954,9,149,1,1,4
38,17207,7,142,0,1,2
27,4705,9,50,0,1,4
33,12792,10,115,0,0,4
24,974,12,137,0,1,4
21,3169,13,48,0,1,3
44,35259,9,45,0,1,3
69,482,13,24,0,1,3
72,1380,10,138,1,1,4
42,26233,5,20,0,1,1
48,2677,10,127,1,1,4
28,2674,11,42,0,1,3
65,7449,6,130,0,1,2
37,10442,12,88,1,1,4
53,2060,11,35,0,1,3
71,577,10,124,0,1,4
71,1179,16,28,0,1,3
72,1701,15,42,0,1,3
34,920,6,34,1,1,2
62,1260,12,100,1,1,4
28,3008,17,47,0,0,3
